name,uri,genres,artist,mood,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,timeSignature
More Than You Know,4q8PHoRsPUB52LFylX8Ulz,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Axwell /\ Ingrosso,energetic,0 days 00:03:23,0.0323,0.645,0.741,0.0,0.29,-4.989,0.0339,123.07,0.534,4
Stay For It,69Lq3BWssbLhf4QDRtFY51,"['bass trap', 'edm', 'electro house', 'electronic trap', 'electropop', 'pop dance']",RL Grime,energetic,0 days 00:04:18.082000,0.0134,0.355,0.852,1.98e-05,0.0774,-3.966,0.0632,143.925,0.173,4
Staring At The Sun,2UPXQ1UumX1qBh8COMbo6K,"['electropop', 'europop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",Vanic,energetic,0 days 00:04:25.143000,0.0314,0.591,0.737,2.2e-05,0.0987,-4.925,0.0309,105.034,0.43,4
Reims,3JtEYjD09uN9kKFBDw60Wj,"['bass trap', 'edm', 'electro house', 'electronic trap', 'electropop', 'pop dance']",RL Grime,energetic,0 days 00:03:55.066000,0.0319,0.42,0.934,0.89,0.0951,-4.505,0.0647,149.991,0.156,4
Love Is A Temple,24putRJqkmdXxfKq5OI4TC,"['electro house', 'pop nacional', 'slap house']",Alok,energetic,0 days 00:03:38.250000,0.033,0.602,0.769,9.27e-06,0.102,-5.194,0.0667,160.098,0.331,4
Don't Want You Back,4lharVQjYNhByFR8dSHkMA,"['deep euro house', 'minimal tech house', 'new french touch', 'pop dance', 'tropical house']",Bakermat,energetic,0 days 00:03:21.240000,0.448,0.767,0.862,0.0,0.0806,-3.157,0.0799,125.997,0.767,4
Dirty Secrets,6lnEyO7EJEAEabFH4wIgab,"['dance pop', 'edm', 'house', 'pop dance', 'tropical house']",NEW CITY,energetic,0 days 00:03:31.800000,0.0054,0.658,0.697,0.0,0.267,-6.596,0.143,117.044,0.13,4
Real Life,6jz9EMWHffNKVlZQVXOLoz,"['dance pop', 'destroy techno', 'disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house', 'uk dance']",Duke Dumont,energetic,0 days 00:03:25.773000,0.148,0.543,0.74,0.00358,0.142,-5.187,0.0557,123.915,0.6,4
Cheers,7E3zDaENiSU0G1C9TpE6Kx,"['vapor soul', 'vapor twitch']",MOONZz,energetic,0 days 00:04:11.733000,0.022,0.481,0.664,0.000148,0.711,-8.124,0.106,84.913,0.466,4
Get What You Give,0DTtMH8wB4UiRCjk6NgWl5,"['canadian electronic', 'edm', 'electro house', 'electropop', 'indie poptimism', 'pop dance', 'pop edm', 'tropical house']",Felix Cartal,energetic,0 days 00:03:39.174000,0.0143,0.626,0.748,0.0,0.123,-5.899,0.0345,121.067,0.223,4
Feels Right - Radio Edit,54fiTamOOfnsB9wmxhaENl,['gaming edm'],JPB,energetic,0 days 00:03:19.187000,0.0535,0.45,0.948,8.88e-05,0.882,-2.503,0.302,89.942,0.674,4
Came Here for Love,3kGfazcbVvVkuZunzlLgTD,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",Sigala,energetic,0 days 00:03:22.999000,0.0313,0.708,0.868,0.0,0.122,-3.287,0.0431,124.994,0.72,4
High Without Your Love - NAKID Remix,4ef0bZuCoMw9rPXM83Edoj,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'nyc pop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",Loote,energetic,0 days 00:03:30.053000,0.199,0.763,0.787,0.0,0.332,-3.783,0.0607,101.992,0.779,4
Save A Little Love,2ibLTZM8SvPx8ZfvjnuMvs,"['baroque pop', 'emo', 'modern rock']",Don Diablo,energetic,0 days 00:03:22.930000,0.0108,0.625,0.91,0.0,0.662,-2.583,0.107,122.067,0.328,4
Caskets,0FknXlaOeXD7Vto1Hx9wtP,"['electropop', 'pop']",Party Favor,energetic,0 days 00:03:04.116000,0.00318,0.635,0.862,1.36e-06,0.195,-4.655,0.0819,102.024,0.402,4
Where I Won't Be Found,038k4V2bjaAQsfpYV7V9WP,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Seven Lions,energetic,0 days 00:03:00.938000,0.0919,0.568,0.767,0.0,0.3,-3.634,0.0461,129.931,0.275,4
Stay - Petit Biscuit Remix,3EV0Eo3m7nd74rXuSIi08s,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",Zedd,energetic,0 days 00:04:01.702000,0.38,0.753,0.579,0.0,0.176,-6.253,0.127,105.054,0.334,4
Understand Me,6u7jM7ms8eiEIs2G7DANWP,"['canadian electronic', 'edm', 'electro house', 'pop dance', 'pop edm', 'slap house', 'tropical house']",CMC$,energetic,0 days 00:03:37.403000,0.165,0.531,0.704,0.0,0.102,-5.958,0.0706,90.004,0.549,4
All Stars,3aLSrx8qhssXrh5yjB6oy9,"['dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'tropical house', 'vocal house']",Martin Solveig,energetic,0 days 00:02:50.323000,0.151,0.775,0.722,0.000724,0.058,-3.502,0.0463,124.037,0.649,4
OK - Blunty's Johnny Vix Mix; Spotify Version,4u14UqwxYvrPsbi7bbt6pJ,"['dutch hip hop', 'tropical house']",Robin Schulz,energetic,0 days 00:03:16.027000,0.031,0.706,0.723,0.0,0.0839,-6.143,0.0375,116.991,0.472,4
Reckless,0AsvW2yBEhPNI2RW3m20Rf,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",Disco Fries,energetic,0 days 00:03:34.392000,0.0128,0.688,0.931,0.0,0.307,-3.561,0.178,124.059,0.471,4
Best Days of My Life,7gS7gcili0uf2xPJovefat,"['deep house', 'deep tropical house', 'house', 'new french touch', 'pop dance', 'tropical house']",Sons Of Maria,energetic,0 days 00:03:21.864000,0.102,0.774,0.807,0.0183,0.41,-3.992,0.045,117.969,0.526,4
Playing with Fire,1XMHr0EawozjjXfckb5TB8,"['folk-pop', 'indie folk', 'indie pop', 'modern rock', 'new americana', 'seattle indie', 'stomp and holler']",RIVRS,energetic,0 days 00:02:54.660000,0.0582,0.652,0.635,1.14e-05,0.0764,-4.415,0.0352,100.021,0.601,4
Truth or Dare,54uyFEMcG3wnZ1JSRS3QtI,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",R3HAB,energetic,0 days 00:02:30.619000,0.318,0.715,0.581,0.0,0.125,-4.811,0.0384,97.019,0.378,4
Remember I Told You - Frank Walker Remix,3DgXhNbtB4K8FKAIyFbi53,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",Nick Jonas,energetic,0 days 00:03:45.733000,0.0201,0.516,0.894,0.0,0.446,-4.695,0.21,217.97,0.624,4
Lay It On Me (Feat. Keiynan Lonsdale),00c9VpjXk7iHdLEEzrAxbr,"['edm', 'electronic trap', 'electropop', 'vapor twitch']",Kasbo,energetic,0 days 00:03:44.412000,0.283,0.587,0.62,0.0,0.128,-6.217,0.0504,99.926,0.143,4
Distant,3kKX2SSrYHYGbX9fIpipoM,"['french indietronica', 'new french touch']",Clement Bazin,energetic,0 days 00:03:47.078000,0.04,0.57,0.489,5.55e-05,0.105,-6.431,0.0397,130.893,0.104,4
Already Gone,5xtND0ydivuRhguOhKHUk7,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",OTR,energetic,0 days 00:03:43.125000,0.11,0.543,0.596,0.000336,0.0998,-8.118,0.238,159.943,0.214,4
Chasing Highs - Roosevelt Remix,6jucfJVCi6WvaaXCpPgIhN,[],ALMA,energetic,0 days 00:04:01.805000,0.141,0.715,0.801,0.000267,0.116,-4.432,0.0359,108.06,0.339,4
Was Will Be (feat. Mimi Page),1olERLnSeLfDNsMPFCi7TK,"['breakbeat', 'brostep', 'edm', 'electro house', 'electronic trap', 'glitch hop']",Bassnectar,energetic,0 days 00:05:57.273000,0.032,0.153,0.959,0.0948,0.289,-3.416,0.325,176.048,0.0513,4
Outside Of The Lines (feat. Laurell),5owwAF2LgVLFvcIymTBZE1,"['classic rock', 'glam rock', 'rock']",Boehm,energetic,0 days 00:03:45.365000,0.0127,0.74,0.802,9.12e-06,0.102,-6.709,0.0515,109.991,0.449,4
She's On My Mind - Bruno Martini Remix,3XfMcu7xrQSVAcXik3I0un,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",JP Cooper,energetic,0 days 00:02:48.125000,0.125,0.628,0.9,0.0,0.117,-2.974,0.0391,120.007,0.863,4
Would You Ever,57p8CBvPOxrvyCbn6ttl5r,"['edm', 'electro house', 'pop dance']",Skrillex,energetic,0 days 00:03:54.286000,0.0079,0.653,0.91,0.0,0.318,-3.36,0.0566,126.047,0.0921,4
Want Your Body,6YDk1ehvG1m2bDiG8LzkMZ,"[""preschool children's music""]",Falcons,energetic,0 days 00:02:52.500000,0.00167,0.64,0.972,0.697,0.33,-6.628,0.0883,160.078,0.885,4
Fall Together - Just A Gent Remix,7uod6GJTu9gQmlr3xwGq3u,"['alternative dance', 'australian indie', 'indie rock', 'modern rock']",The Temper Trap,energetic,0 days 00:03:20.316000,0.0259,0.559,0.624,0.0199,0.313,-6.231,0.0683,169.992,0.211,4
"For Richer, for Poorer",3XeIYdfvQFH74yLKjdYDTf,[],Adian Coker,energetic,0 days 00:03:59.573000,0.00441,0.698,0.679,0.0,0.159,-6.679,0.194,150.026,0.775,4
Altar (feat. R.LUM.R),3BkgCiyy0DQCCOWQwgzDlh,"['gauze pop', 'vapor twitch']",Sweater Beats,energetic,0 days 00:03:24.893000,0.0103,0.618,0.727,7.05e-05,0.136,-7.219,0.0795,157.987,0.668,4
Drunk on You,6FSVoSnsrruUcCZYaUzNQ1,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'soft rock']",Ameria,energetic,0 days 00:03:14.851000,0.0104,0.722,0.718,0.678,0.116,-7.287,0.0539,100.957,0.403,4
Staying Up,4r7qTk6RD30c1dFuiZObDf,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Matoma,energetic,0 days 00:03:10.645000,0.199,0.649,0.865,0.0,0.064,-2.299,0.05,124.031,0.428,4
Aight,14Fhtbf2Y6DPAvuY9jA0Bg,"['contemporary country', 'country road', 'texas country']",Cody G,energetic,0 days 00:03:00.816000,0.0449,0.785,0.756,2.65e-06,0.0854,-3.657,0.211,96.988,0.715,4
Leave Right Now,0wyja8xD9cNhDtfuY0dVMP,"['contemporary country', 'country', 'country road', 'modern country rock']",Thomas Rhett,energetic,0 days 00:03:15.667000,0.00662,0.515,0.587,0.0,0.14,-7.136,0.0383,148.044,0.361,4
"Let Me Go (with Alesso, Florida Georgia Line & watt)",5Gu0PDLN4YJeW75PpBSg9p,"['dance pop', 'pop', 'post-teen pop']",Hailee Steinfeld,energetic,0 days 00:02:54.800000,0.0337,0.664,0.708,0.0,0.0841,-4.154,0.0474,103.07,0.742,4
Break The Fever,2Fnlo7KvPgMeWLLbgtY8it,['dreamo'],Mutemath,energetic,0 days 00:05:33.638000,0.0739,0.691,0.839,1.49e-05,0.0984,-4.021,0.148,110.021,0.913,4
Crime (with Skott),08DqG1RqpxnICWOdOp2PLV,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Grey,energetic,0 days 00:02:55.363000,0.191,0.515,0.638,1.18e-06,0.14,-7.558,0.356,160.182,0.38,4
La Ciudad,4x6aawsLyPkF3aGPXGvbat,"['chillwave', 'ninja']",ODESZA,energetic,0 days 00:04:31.136000,0.00534,0.663,0.84,0.342,0.169,-5.618,0.0453,108.022,0.2,4
Vibes,1RmPi2rBbY6pB97UDbsjeq,[],Griffin Stoller,energetic,0 days 00:02:51.656000,0.369,0.619,0.761,6.04e-06,0.0808,-6.37,0.224,150.844,0.314,4
cortado,1cPj64z11iA3AVBQP0AUls,[],anton.,energetic,0 days 00:03:25.151000,0.408,0.749,0.514,0.831,0.113,-7.8,0.0388,92.996,0.281,4
Does It Feel Like Falling (Feat. Trinidad Cardona),0xiOxkgv2Re8jeIC1iy4Pf,['post-teen pop'],Alex Aiono,energetic,0 days 00:03:54.919000,0.0482,0.71,0.863,3.51e-05,0.0886,-3.571,0.0483,110.065,0.276,4
immortal - Snakehips Remix,52aLcfyEf3NvnxwlrluEB0,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",Elley Duhé,energetic,0 days 00:03:09,0.264,0.641,0.838,0.0,0.561,-3.292,0.329,106.757,0.628,5
DubFunk,1k2XvBR6da3bSBQaEcuh4U,[],Tichi,energetic,0 days 00:03:04.320000,0.15,0.772,0.909,0.538,0.0392,-3.105,0.148,85.994,0.591,4
Young - Midnight Kids Remix,2g1dcVwh2fbCKzbxX2RgwZ,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers,energetic,0 days 00:03:48.307000,0.0501,0.544,0.645,0.0,0.185,-6.668,0.0409,109.954,0.236,4
Came Here for Love - Calvo Remix,3QQCuAHj5Ey21It2LWbPWq,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",Sigala,energetic,0 days 00:04:25.065000,0.00131,0.741,0.906,2.78e-06,0.253,-4.627,0.118,125.984,0.609,4
Supernova,0sAA3arXOVoczn884kfDpx,['vapor soul'],Kai Straw,energetic,0 days 00:03:31.200000,0.155,0.566,0.7,0.0,0.0701,-6.38,0.0731,99.982,0.197,4
HUMBLE. - SKRILLEX REMIX,65ES1qwOB577ZnTkizMXJJ,"['edm', 'electro house', 'pop dance']",Skrillex,energetic,0 days 00:02:36.800000,0.00794,0.901,0.934,7.68e-05,0.194,-2.345,0.273,150.037,0.868,4
You Got to Love Me,7uRRcR7qb7nJSaLfSQlWiL,"['electronica', 'german techno', 'hamburg electronic', 'microhouse', 'minimal techno', 'organic electronic', 'tech house']",DAVID AUGUST,energetic,0 days 00:05:59.166000,0.137,0.766,0.396,0.0436,0.052,-12.673,0.0406,113.005,0.187,4
Be Yourself (Extended Mix),73F14MUC2YyZQn7reIJfEr,"['french indie pop', 'french indietronica', 'indie soul', 'new french touch', 'tropical house']",Kazy Lambist,energetic,0 days 00:05:17.627000,0.0108,0.769,0.465,0.506,0.206,-9.158,0.0652,117.82,0.363,4
Apolune,315sgToRVTKGpOVNf8Ak5Q,"['deep house', 'electronica', 'indie soul']",Jesper Ryom,energetic,0 days 00:06:42.392000,0.00795,0.717,0.726,0.863,0.0849,-8.611,0.0927,123.01,0.538,4
The A Team,2vBF8A6n0REigm7RSUM65S,"['pop', 'uk pop']",Ed Sheeran,sad,0 days 00:04:18.588000,0.678,0.626,0.286,0.0,0.134,-9.933,0.0374,84.954,0.366,4
you broke me first,45bE4HXI0AwGZXfZtMp8JR,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Tate McRae,sad,0 days 00:02:49.266000,0.785,0.667,0.373,0.0,0.0906,-9.389,0.05,124.148,0.0823,4
Bruises,4Of7rzpRpV1mWRbhp5rAqG,"['pop', 'uk pop']",Lewis Capaldi,sad,0 days 00:03:40.492000,0.946,0.736,0.308,0.0,0.186,-7.83,0.0677,111.202,0.361,4
drivers license,7lPN2DXiMsVn7XUKtOW1CS,['pop'],Olivia Rodrigo,sad,0 days 00:04:02.014000,0.721,0.585,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,0.132,4
drivers license,7lPN2DXiMsVn7XUKtOW1CS,['pop'],Olivia Rodrigo,sad,0 days 00:04:02.014000,0.721,0.585,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,0.132,4
Falling,1ZMiCix7XSAbfAJlEZWMCp,"['pop', 'post-teen pop']",Harry Styles,sad,0 days 00:04:00.133000,0.839,0.567,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,0.0592,4
when the party's over,43zdsphuZLzwA9k4DJhU0I,"['electropop', 'pop']",Billie Eilish,sad,0 days 00:03:16.077000,0.978,0.367,0.111,3.97e-05,0.0897,-14.084,0.0972,82.642,0.198,4
Jealous,4L2K7JKseFCBoHMZEAszW0,"['indie poptimism', 'pop', 'post-teen pop']",Labrinth,sad,0 days 00:04:47.693000,0.874,0.439,0.153,0.0,0.107,-8.95,0.0479,116.76,0.104,3
ghost town (voice memo),0PKAijroHpnEtdY20bkGdr,[],Chloe George,sad,0 days 00:02:17.250000,0.953,0.471,0.229,0.0,0.0909,-6.504,0.0358,68.41,0.358,3
ghost town (voice memo),0PKAijroHpnEtdY20bkGdr,[],Chloe George,sad,0 days 00:02:17.250000,0.953,0.471,0.229,0.0,0.0909,-6.504,0.0358,68.41,0.358,3
Heather,4xqrdfXkTW4T0RauPLv3WA,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']",Conan Gray,sad,0 days 00:03:18.040000,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,102.078,0.27,3
Heather,4xqrdfXkTW4T0RauPLv3WA,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']",Conan Gray,sad,0 days 00:03:18.040000,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,102.078,0.27,3
Breathe Me,7jqzZyJJLrpkRFYGpkqSK6,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",Sia,sad,0 days 00:04:32.800000,0.0364,0.552,0.643,0.74,0.105,-7.36,0.0327,120.012,0.212,4
thetimewewanderoff,4K2Py3YrBcEktYlowG0GTc,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",Liush,sad,0 days 00:02:17.452000,0.91,0.473,0.147,0.000935,0.0981,-14.932,0.038,61.272,0.0767,4
Wish I Was Better,1kAkUHFb7ryeVkVSRD6Nkj,['sad rap'],Kina,sad,0 days 00:02:20.571000,0.747,0.732,0.304,6.13e-05,0.143,-13.086,0.111,139.965,0.185,4
Skinny Love,1NyFRrFiJAJIaR6icj1goI,"['pop', 'post-teen pop']",Bon Iver,sad,0 days 00:03:58.533000,0.842,0.592,0.256,2.38e-06,0.088,-14.031,0.0449,76.361,0.103,4
Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop']",Sasha Sloan,sad,0 days 00:03:17.732000,0.768,0.629,0.328,2.5e-05,0.103,-8.284,0.029,74.953,0.389,4
Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop']",Sasha Sloan,sad,0 days 00:03:17.732000,0.768,0.629,0.328,2.5e-05,0.103,-8.284,0.029,74.953,0.389,4
Let It Go,13HVjjWUZFaWilh2QUJKsP,"['modern rock', 'neo mellow', 'pop', 'pop rock']",James Bay,sad,0 days 00:04:20.533000,0.818,0.546,0.311,1.65e-05,0.107,-10.396,0.0288,147.464,0.246,4
exception,4Dicd9CnldAenKEzOj6dGp,"['alt z', 'canadian pop', 'pop', 'social media pop']",renforshort,sad,0 days 00:03:04.464000,0.363,0.346,0.386,0.0,0.158,-6.55,0.0369,82.37,0.348,4
Should Have Known Better,5I6y1KWmUoV5YCaIEcs1qs,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']",Sufjan Stevens,sad,0 days 00:05:07.698000,0.979,0.571,0.172,0.275,0.124,-20.7,0.0318,90.972,0.297,4
Youth,1JDMO4EVPHtm0xXhJb2IjR,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",Daughter,sad,0 days 00:04:11.627000,0.61,0.588,0.477,0.00188,0.122,-12.71,0.0492,150.396,0.488,4
Say Something,5cCj78DPk9iVZmrNWmYdPS,[],Caravn,sad,0 days 00:03:41.007000,0.608,0.536,0.165,0.0,0.11,-14.658,0.0338,138.758,0.15,3
Someone Like You,6QPKYGnAW9QozVz2dSWqRg,"['british soul', 'pop', 'pop soul', 'uk pop']",Adele,sad,0 days 00:04:45.240000,0.893,0.554,0.321,0.0,0.0996,-8.251,0.028,135.047,0.288,4
pass you by,4NVwMupCTfITPXetR5aozp,"['alt z', 'chill r&b', 'pop', 'social media pop']",Alaina Castillo,sad,0 days 00:04:05.946000,0.892,0.51,0.355,0.0,0.133,-6.883,0.0287,141.796,0.453,4
Transatlanticism,3PJikMV2xGNCooQttQrAw5,"['indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']",Death Cab for Cutie,sad,0 days 00:07:55.093000,0.393,0.443,0.466,0.647,0.165,-9.209,0.0302,127.493,0.19,4
People Help the People,6XRNCAnxJIB1p4RPdFVSq0,"['indie cafe pop', 'pop', 'pop rock']",Birdy,sad,0 days 00:04:16.236000,0.778,0.407,0.308,1.46e-05,0.092,-9.001,0.0296,73.254,0.153,3
Foreign tree,6P57z7wZlYxmNxXCihQSwn,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",Liush,sad,0 days 00:03:25.182000,0.818,0.274,0.182,0.0688,0.153,-16.843,0.033,156.763,0.0973,4
Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,"['alt z', 'indie cafe pop', 'modern indie pop', 'pop', 'social media pop']",Sara Kays,sad,0 days 00:03:47.186000,0.585,0.679,0.61,9.51e-05,0.156,-10.936,0.0305,123.978,0.554,4
Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,"['alt z', 'indie cafe pop', 'modern indie pop', 'pop', 'social media pop']",Sara Kays,sad,0 days 00:03:47.186000,0.585,0.679,0.61,9.51e-05,0.156,-10.936,0.0305,123.978,0.554,4
Cry Over Boys,218q4fCmVERKhXEZDr6g4P,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",Alexander 23,sad,0 days 00:02:50.812000,0.835,0.847,0.254,1.98e-05,0.527,-13.551,0.0667,117.987,0.381,4
Cry Over Boys,218q4fCmVERKhXEZDr6g4P,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",Alexander 23,sad,0 days 00:02:50.812000,0.835,0.847,0.254,1.98e-05,0.527,-13.551,0.0667,117.987,0.381,4
Bird,6DzvC1VHpyTFfLBbAYBa7W,"['british singer-songwriter', 'indie anthem-folk', 'indie folk', 'indie pop']",Billie Marten,sad,0 days 00:03:40.640000,0.988,0.235,0.187,0.00197,0.106,-12.754,0.0347,85.962,0.118,4
Get to You,2pDV76DDE1NgAOueeHns3R,"['chicago rap', 'melodic rap']",INTRN,sad,0 days 00:02:47.619000,0.519,0.839,0.42,0.0,0.151,-11.375,0.0468,126.022,0.568,4
I Can't Help (with Sarcastic Sounds),1OdYu7mDO94ydUvfZPaPvP,"['alt z', 'chill pop', 'chill r&b', 'electropop', 'indie cafe pop', 'indie electropop', 'indie poptimism', 'la pop', 'pop', 'tropical house']",Shoffy,sad,0 days 00:02:01.250000,0.393,0.714,0.4,0.000718,0.109,-8.264,0.0618,81.974,0.318,4
Fix You,7LVHVU3tWfcxj5aiPFEW4Q,"['permanent wave', 'pop']",Coldplay,sad,0 days 00:04:55.533000,0.164,0.209,0.417,0.00196,0.113,-8.74,0.0338,138.178,0.124,4
Rest,06p20tdVnOEUtVTKtmUXGW,"['indie rock', 'modern rock']",LEFT.,sad,0 days 00:03:51.618000,0.316,0.354,0.456,1.39e-05,0.115,-11.524,0.147,155.712,0.246,4
If You Think It's Love,3iiL6merNpFNX1bny9sfvM,"['alt z', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop', 'post-teen pop']",King Princess,sad,0 days 00:03:23.947000,0.807,0.432,0.34,0.0,0.0864,-7.977,0.0824,135.172,0.449,4
The Night We Met,6mORGLOz79w6VsCRLWYYuK,"['indie folk', 'indie pop', 'stomp and holler']",Lord Huron,sad,0 days 00:03:28.212000,0.969,0.443,0.369,0.277,0.638,-9.514,0.0441,174.107,0.0989,3
Surrender,0ecC8p17cDNlxHXkuYqeR6,[],Natalie Taylor,sad,0 days 00:03:03.103000,0.8,0.39,0.448,0.182,0.107,-8.57,0.0276,144.89,0.077,5
no song without you,3KKUf8F2hktFscLgbH4YwR,"['chill r&b', 'pop', 'uk pop']",HONNE,sad,0 days 00:02:41.537000,0.463,0.778,0.462,0.583,0.11,-12.729,0.0359,105.45,0.817,4
when was it over? (feat. Sam Hunt),779UN3kabApm2zfqX549vf,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop']",Sasha Sloan,sad,0 days 00:03:38.093000,0.816,0.626,0.453,1.91e-06,0.0904,-9.295,0.0306,129.958,0.494,4
Before You Go,2gMXnyrvIjhVBUZwvLZDMP,"['pop', 'uk pop']",Lewis Capaldi,sad,0 days 00:03:35.107000,0.604,0.459,0.575,0.0,0.0885,-4.858,0.0573,111.881,0.183,4
"Murder Song (5, 4, 3, 2, 1) - Acoustic",6MM22AtXB7I5gfTErMF0mJ,"['art pop', 'norwegian pop']",AURORA,sad,0 days 00:03:38.667000,0.902,0.398,0.0887,1.76e-06,0.0873,-13.683,0.0334,74.797,0.356,4
comethru,18uwL0vNUanqZH0ro2QcOP,"['electropop', 'pop', 'post-teen pop']",Jeremy Zucker,sad,0 days 00:03:01.613000,0.607,0.795,0.178,0.0,0.623,-11.991,0.0574,93.982,0.608,4
lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,"['electropop', 'pop']",Billie Eilish,sad,0 days 00:03:20.186000,0.934,0.351,0.296,0.0,0.095,-10.109,0.0333,115.284,0.12,4
Gone Away,5pGV2AfDflnhL72pK1oIaR,[],Austin Harms,sad,0 days 00:02:49.721000,0.319,0.47,0.46,1.45e-05,0.115,-11.598,0.0613,116.821,0.322,4
Only,0yfd3MSq6JEsNxOzSLJR7g,"['indie folk', 'vapor soul']",RY X,sad,0 days 00:04:28.456000,0.906,0.373,0.178,0.558,0.109,-15.52,0.0303,108.605,0.0933,4
Light Year (feat. Lennon Stella),7CS9hRKJNmBGWUowSjhedb,"['indie cafe pop', 'indie pop', 'new jersey indie']",Adam Melchor,sad,0 days 00:03:08.044000,0.496,0.395,0.495,0.0378,0.12,-9.087,0.0329,168.01,0.517,4
No Woman,1CLmFKW99S8eJrebO3GB04,"['dance pop', 'pop', 'urban contemporary']",Whitney,sad,0 days 00:03:57.973000,0.893,0.581,0.4,0.576,0.161,-8.739,0.0291,112.331,0.433,4
If I Ain't Got You,60Upg4NK79iFTP77w9O6E7,[],Caravn,sad,0 days 00:03:10.169000,0.864,0.691,0.236,0.0,0.191,-9.348,0.0418,117.945,0.589,3
Love Is A Losing Game,4IMBnBRqm9RALmLrRqfMor,"['british soul', 'neo soul']",Amy Winehouse,sad,0 days 00:02:34.160000,0.317,0.48,0.561,0.00641,0.184,-5.874,0.027,164.791,0.541,4
Happiest Year,5kcvBnt6DPX3AMEsCx1qDh,"['alt z', 'indie cafe pop', 'indie poptimism', 'modern rock', 'pop']",Jaymes Young,sad,0 days 00:03:48.443000,0.885,0.501,0.167,0.0,0.111,-14.061,0.0484,112.275,0.356,3
Easily,2k9N4caeCIJLOWwWwssrEM,"['chill r&b', 'pop']",Bruno Major,sad,0 days 00:03:30.240000,0.491,0.772,0.256,0.00612,0.144,-8.545,0.0481,118.902,0.357,3
Older Than I Am,15VDHAMS4JCLziCjNkmQl1,"['alt z', 'canadian pop', 'dance pop', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop']",Lennon Stella,sad,0 days 00:03:01.533000,0.891,0.44,0.306,0.0,0.103,-8.947,0.0363,117.288,0.201,4
